matID,P,A,S,S_category,C,NODFst,N_lowHigh,NODFc,rho_mean0,rho_mean1,fPersP0,fPersP1,criterion_check0,criterion_check1
58,10,19,29,1,0.3,0.61774,1,2.288354265,NaN,NaN,0.6,0.9,1,1
59,10,33,43,1,0.29091,0.24465,1,1.492819093,NaN,0.0537452857277684,0.8,1,1,1
60,10,33,43,1,0.28485,0.21984,1,1.458936073,NaN,0.0517398681840758,0.9,1,1,1
61,10,34,44,1,0.28529,0.57036,1,2.049682562,NaN,0.0506779590307001,0.8,1,1,1
62,11,6,17,1,0.28788,0.44206,1,3.578619335,NaN,NaN,0.454545454545455,0.636363636363636,1,1
63,9,35,44,1,0.2254,0.54725,1,2.530170709,NaN,0.052957543868381,0.888888888888889,1,1,1
64,12,35,47,1,0.20952,0.33996,1,1.758777579,NaN,0.0500298639186234,0.833333333333333,1,1,1
65,10,32,42,1,0.3125,0.32228,1,1.550419987,NaN,0.0510083196026487,0.9,1,1,1
66,10,14,24,1,0.25714,0.29105,1,2.127311295,NaN,NaN,0.7,0.9,1,1
67,8,33,41,1,0.25758,0.52649,1,2.433586561,NaN,0.0504055554064643,0.875,1,1,1
68,11,35,46,1,0.27013,0.52549,1,1.911342074,NaN,0.0493862685341212,0.818181818181818,1,1,1
69,10,37,47,1,0.28378,0.48957,1,1.823085015,NaN,0.0491343480621331,0.9,1,1,1
70,9,32,41,1,0.26042,0.47868,1,2.098902222,NaN,0.0505488392596255,0.777777777777778,1,1,1
71,9,20,29,1,0.25556,0.74486,1,2.908834117,NaN,0.0505633836567278,0.777777777777778,1,1,1
72,12,31,43,1,0.2957,0.23527,1,1.37671014,NaN,0.0495593549070265,0.833333333333333,1,1,1
73,12,20,32,1,0.24167,0.30593,1,1.775991329,NaN,0.0499286661805012,0.833333333333333,1,1,1
74,12,33,45,1,0.28788,0.26748,1,1.406504911,0.0500877493672155,0.0494109519189126,1,1,1,1
75,11,23,34,1,0.24111,0.3378,1,1.847388859,NaN,0.049905488168677,0.818181818181818,1,1,1
76,9,31,40,1,0.29032,0.26144,1,1.601638064,NaN,0.0513395402138394,0.888888888888889,1,1,1
77,8,17,25,1,0.23529,0.44611,1,3.21735558,NaN,0.0520923786843629,0.5,1,1,1
78,11,33,44,1,0.27824,0.48839,1,1.812585355,NaN,0.0479047698694392,0.818181818181818,1,1,1
79,11,37,48,1,0.30467,0.2785,1,1.398158871,NaN,0.0487704281998407,0.909090909090909,1,1,1
80,10,34,44,1,0.24412,0.40965,1,1.916946024,NaN,0.0505248776302147,0.9,1,1,1
81,9,35,44,1,0.27619,0.47093,1,2.057304652,0.0500099199505124,0.0480130961127428,1,1,1,1
82,11,36,47,1,0.22727,0.8471,1,2.849030752,NaN,0.0514754702307104,0.727272727272727,1,1,1
83,11,29,40,1,0.26019,0.34362,1,1.700862993,NaN,0.0484473980614612,0.818181818181818,1,1,1
84,10,32,42,1,0.3,0.31254,1,1.563880395,0.0518855055849975,0.0508389359683982,1,1,1,1
85,12,33,45,1,0.30808,0.30553,1,1.447435824,NaN,0.0500393636118897,0.833333333333333,1,1,1
86,9,36,45,1,0.32716,0.23617,1,1.433373795,0.0505907096389585,0.0498683503025114,1,1,1,1
87,10,34,44,1,0.19118,0.89761,1,3.791641903,NaN,0.0497103659840106,0.9,1,1,1
88,9,13,22,1,0.23077,0.25996,1,2.439844854,NaN,0.0494810746267303,0.666666666666667,1,1,1
89,7,25,32,1,0.18286,-0.15219,0,NaN,NaN,0.0508732081101627,0.714285714285714,1,1,1
90,7,29,36,1,0.2069,0.3197,1,3.904610059,NaN,0.0507148911861349,0.857142857142857,1,1,1
91,11,27,38,1,0.25926,0.19168,0,1.51408008,0.0492269913078471,0.0480702303404478,1,1,1,1
92,10,36,46,1,0.21944,0.73299,1,2.721038798,0.050368686842501,0.0497315489532683,1,1,1,1
93,12,25,37,1,0.20333,0.59461,1,2.364507436,NaN,0.0508399662405016,0.833333333333333,1,1,1
94,10,27,37,1,0.24444,0.2096,1,1.631416663,NaN,0.0488194320859205,0.9,1,1,1
95,10,32,42,1,0.1875,0.59546,1,2.988555632,0.0538681905203559,0.0527794367246655,1,1,1,1
96,10,32,42,1,0.33437,0.1952,0,1.327469924,0.0505142434916878,0.0502692217101684,1,1,1,1
97,11,36,47,1,0.2702,0.39245,1,1.679722198,NaN,0.0504299960383868,0.909090909090909,1,1,1
98,10,30,40,1,0.21333,0.87971,1,3.313021804,NaN,0.0495285100458219,0.5,1,1,1
99,10,31,41,1,0.30323,0.29206,1,1.528674256,0.0498016480737587,0.0494860405958205,1,1,1,1
100,9,38,47,1,0.22515,0.70247,1,2.791771788,NaN,0.0510203839114156,0.777777777777778,1,1,1
101,9,29,38,1,0.22222,0.14064,0,1.715366776,NaN,0.0484973416070114,0.888888888888889,1,1,1
102,12,29,41,1,0.3046,0.2006,1,1.306997256,NaN,0.0482096608185991,0.916666666666667,1,1,1
103,10,30,40,1,0.25667,0.09689,0,1.367262515,0.0507509243986408,0.0504000027981498,1,1,1,1
104,9,29,38,1,0.29119,0.14485,0,1.412786271,0.0496101189634896,0.049207028126959,1,1,1,1
105,10,30,40,1,0.28667,0.10343,0,1.310407282,0.049609505860637,0.0494067869396493,1,1,1,1
106,8,30,38,1,0.3,0.41867,1,1.940651984,0.051871974372261,0.0512500381320704,1,1,1,1
107,8,33,41,1,0.32955,-0.046233,0,1.093261128,0.0489756774634334,0.0489610319086894,1,1,1,1
108,9,29,38,1,0.29502,0.14564,0,1.388858117,0.0504355453817661,0.0503077692352455,1,1,1,1
109,10,29,39,1,0.22069,0.31347,1,1.897226035,0.0481240665388627,0.0479950806018,1,1,1,1
110,12,32,44,1,0.27604,0.21045,1,1.327626668,NaN,0.0497740140026482,0.916666666666667,1,1,1
111,12,33,45,1,0.2399,0.3263,1,1.601653942,NaN,0.0515511298538575,0.916666666666667,1,1,1
112,9,31,40,1,0.27599,0.13122,0,1.40858921,0.0496009512802966,0.0495935967542766,1,1,1,1
113,11,32,43,1,0.28977,0.045013,0,1.126007419,0.0484383144672206,0.0481950768516754,1,1,1,1
114,13,32,45,1,0.26683,0.1719,0,1.24911388,0.0492508027629538,0.0490682547943737,1,1,1,1
115,13,32,45,1,0.24519,0.18318,0,1.318814148,NaN,0.0494614222458925,0.923076923076923,1,1,1
116,13,32,45,1,0.26683,0.2192,1,1.34121436,0.0510004738630255,0.0503257423522632,1,1,1,1
117,11,32,43,1,0.25,0.26903,1,1.592163793,NaN,0.0494622692217479,0.909090909090909,1,1,1
118,9,29,38,1,0.26054,0.03471,0,1.332399684,0.0522628225219162,0.0521046525018436,1,1,1,1
119,11,32,43,1,0.26989,0.28873,1,1.537904943,NaN,0.0515568000942787,0.909090909090909,1,1,1
120,13,30,43,1,0.2,0.51869,1,2.106661588,NaN,0.048454469441059,0.846153846153846,1,1,1
121,10,33,43,1,0.26667,0.22265,1,1.526813633,0.0509165289516538,0.05070536808993,1,1,1,1
122,10,32,42,1,0.23125,0.5179,1,2.165014929,NaN,0.0501940898587521,0.8,1,1,1
123,13,26,39,1,0.19231,0.28956,1,1.825579145,NaN,NaN,0.769230769230769,0.923076923076923,1,1
124,8,34,42,1,0.26103,0.20795,1,1.739968291,0.0495884193404672,0.049431718791136,1,1,1,1
125,13,27,40,1,0.19943,0.59932,1,2.385607697,NaN,0.0507053057700616,0.846153846153846,1,1,1
126,10,30,40,1,0.27333,0.30857,1,1.680422809,NaN,0.0489791550859912,0.9,1,1,1
127,9,33,42,1,0.23569,0.55438,1,2.488112763,NaN,0.0491674287536444,0.777777777777778,1,1,1
128,10,26,36,1,0.28846,0.3125,1,1.654295638,NaN,0.0505037964890917,0.9,1,1,1
129,10,24,34,1,0.2,0.11142,0,1.833441081,NaN,0.0494911764727231,0.9,1,1,1
130,11,34,45,1,0.25134,0.16849,0,1.361287773,0.0517109392601036,0.0515407379141874,1,1,1,1
131,12,30,42,1,0.24444,0.14113,0,1.365210689,NaN,0.0487142219183383,0.916666666666667,1,1,1
132,12,26,38,1,0.21154,0.42467,1,1.969863712,NaN,0.050411807243214,0.75,1,1,1
133,9,30,39,1,0.28519,0.25129,1,1.611219555,0.047740123681535,0.0474316781344415,1,1,1,1
134,9,27,36,1,0.27572,0.2682,1,1.758722872,0.049779655013704,0.0495153424915795,1,1,1,1
135,11,28,39,1,0.20779,0.22493,1,1.746059374,NaN,0.0503213688725472,0.818181818181818,1,1,1
136,12,32,44,1,0.23958,0.20822,1,1.42034721,NaN,0.0502932575539019,0.916666666666667,1,1,1
137,13,32,45,1,0.25962,0.13331,0,1.232988899,NaN,0.0485097280327373,0.923076923076923,1,1,1
138,9,30,39,1,0.26667,0.088442,0,1.417408639,0.0498387541323163,0.0498028451279699,1,1,1,1
139,11,32,43,1,0.19602,0.64699,1,2.674205576,NaN,0.0485314816983252,0.818181818181818,1,1,1
140,9,27,36,1,0.26337,0.30538,1,1.827198789,NaN,0.052593862961535,0.888888888888889,1,1,1
141,10,33,43,1,0.23636,0.48355,1,2.058695177,NaN,0.0492424061650116,0.9,1,1,1
142,12,26,38,1,0.15705,0.43148,1,2.640508943,NaN,0.051506616806256,0.75,1,1,1
143,8,33,41,1,0.26136,0.1047,0,1.51576432,0.0489898224975064,0.0487088032691537,1,1,1,1
144,9,33,42,1,0.2963,-0.015253,0,1.153703173,0.0519060831426624,0.0517890248014616,1,1,1,1
145,9,34,43,1,0.28105,0.21233,1,1.484897313,0.0516114323343105,0.0512533007698021,1,1,1,1
146,12,31,43,1,0.20699,0.65972,1,2.457476097,0.0518758416785237,0.0504341644010018,1,1,1,1
147,10,30,40,1,0.21333,0.24497,1,1.840174491,0.0503280271755885,0.0490917848012458,1,1,1,1
148,11,33,44,1,0.2562,0.15928,0,1.358151688,0.0482125299605493,0.048075791514037,1,1,1,1
149,9,28,37,1,0.26587,0.18076,0,1.586773578,0.0506592787102824,0.0504917100272921,1,1,1,1
150,11,27,38,1,0.26936,0.17113,0,1.413963896,NaN,0.0496339632091756,0.818181818181818,1,1,1
151,8,35,43,1,0.21786,0.44626,1,2.70871401,NaN,0.0510915177902484,0.875,1,1,1
152,9,34,43,1,0.23856,0.15551,0,1.577024678,NaN,0.0498808530828422,0.888888888888889,1,1,1
153,12,34,46,1,0.25245,0.27066,1,1.501588158,NaN,0.0495967689360609,0.916666666666667,1,1,1
154,10,33,43,1,0.29697,0.13356,0,1.295283583,0.050518018688956,0.0502502433182453,1,1,1,1
155,11,29,40,1,0.25705,0.42999,1,1.869099625,NaN,0.0508106609979713,0.818181818181818,1,1,1
156,11,30,41,1,0.18788,0.43401,1,2.285537845,NaN,0.0512832709333264,0.909090909090909,1,1,1
157,11,26,37,1,0.2028,0.57375,1,2.638813361,NaN,0.0509952232258719,0.909090909090909,1,1,1
158,11,26,37,1,0.26573,0.051217,0,1.272073066,0.0496861615176576,0.0493184380585358,1,1,1,1
159,10,33,43,1,0.20303,0.55249,1,2.532702665,0.0501762960425088,0.0494015831438691,1,1,1,1
160,11,29,40,1,0.26646,0.30627,1,1.589120191,NaN,0.0500270838581953,0.909090909090909,1,1,1
161,9,28,37,1,0.27778,0.195,0,1.554482479,0.0516317857309158,0.0512407036281631,1,1,1,1
162,11,30,41,1,0.32121,0.16608,0,1.24341268,NaN,0.0490017528144408,0.909090909090909,1,1,1
163,8,30,38,1,0.225,0.3881,1,2.446617435,0.049892095127805,0.0497128732745907,1,1,1,1
164,12,32,44,1,0.2526,0.12444,0,1.284406077,0.0515203346197477,0.0513831839947639,1,1,1,1
165,12,30,42,1,0.25,0.12185,0,1.3243103,NaN,0.049557083818294,0.916666666666667,1,1,1
166,13,33,46,1,0.27972,0.080141,0,1.109800595,NaN,0.0505395768013319,0.923076923076923,1,1,1
167,11,33,44,1,0.22039,0.3547,1,1.827504427,0.0517386651246354,0.0507571976367288,1,1,1,1
168,9,31,40,1,0.24731,0.11747,0,1.529914453,NaN,0.0512394999008016,0.888888888888889,1,1,1
169,12,30,42,1,0.22222,0.19508,0,1.529171711,0.0520008665697402,0.0513116982108941,1,1,1,1
170,12,32,44,1,0.19531,0.80748,1,2.874059744,NaN,0.0538021824731047,0.833333333333333,1,1,1
171,13,31,44,1,0.27543,0.11406,0,1.18616675,NaN,0.048977901439869,0.923076923076923,1,1,1
172,10,33,43,1,0.27273,0.28345,1,1.583503202,0.0517029123679164,0.0514195173230957,1,1,1,1
173,11,27,38,1,0.18182,0.2433,1,2.049594552,NaN,0.0502377073169763,0.909090909090909,1,1,1
174,9,33,42,1,0.25926,0.42613,1,2.057005119,NaN,0.0520139777680701,0.888888888888889,1,1,1
175,9,30,39,1,0.32222,0.072255,0,1.238333678,NaN,0.0484689665624947,0.888888888888889,1,1,1
176,9,32,41,1,0.30208,-0.069675,0,1.073639888,0.0511163737248857,0.0510150534134789,1,1,1,1
177,9,36,45,1,0.25617,0.23777,1,1.658350637,0.0523437236439813,0.052077138506266,1,1,1,1
178,9,26,35,1,0.25214,0.1306,0,1.591880823,NaN,0.048690135348049,0.888888888888889,1,1,1
179,9,28,37,1,0.22619,0.12433,0,1.67506398,0.0475137335251968,0.0473124252931546,1,1,1,1
180,10,33,43,1,0.29394,0.15755,0,1.332255462,0.0513545017025645,0.0511530373607548,1,1,1,1
181,13,25,38,1,0.2,0.69764,1,2.533905819,NaN,0.0492111905573893,0.692307692307692,1,1,1
182,10,32,42,1,0.24375,0.13332,0,1.44745802,0.0466300091375166,0.0463492643780686,1,1,1,1
183,10,34,44,1,0.22941,0.40693,1,2.010461147,0.0513337197475388,0.0506722116949023,1,1,1,1
184,7,30,37,1,0.22857,0.44521,1,3.189980429,NaN,0.0500051145620196,0.857142857142857,1,1,1
185,10,30,40,1,0.24333,0.57224,1,2.297630443,NaN,0.0519374220013742,0.7,1,1,1
186,9,30,39,1,0.28148,0.22333,1,1.631481022,NaN,0.0502921989694441,0.888888888888889,1,1,1
187,10,35,45,1,0.24,0.41385,1,1.918932486,0.0511853194590881,0.0504986676109819,1,1,1,1
188,9,34,43,1,0.2549,0.11021,0,1.429705426,0.0486600618267449,0.0485514994756376,1,1,1,1
189,9,37,46,1,0.25225,0.20855,1,1.577385883,0.0491949152744877,0.0489902292930403,1,1,1,1
190,9,33,42,1,0.26936,0.10601,0,1.389716728,0.0505567247105532,0.050446910353491,1,1,1,1
191,10,27,37,1,0.2037,0.45539,1,2.431741458,0.0491371078785904,0.0475641605199636,1,1,1,1
192,9,27,36,1,0.24691,0.20503,1,1.704919031,NaN,0.0508068515751316,0.888888888888889,1,1,1
193,9,32,41,1,0.21875,0.34178,1,2.157644714,0.0489182364972168,0.0486761201362367,1,1,1,1
194,9,35,44,1,0.26984,0.34271,1,1.767403134,0.0506986561190982,0.0502302578558345,1,1,1,1
195,11,33,44,1,0.24518,0.11468,0,1.355039097,0.050962756585536,0.0500679939122297,1,1,1,1
196,9,34,43,1,0.27124,0.12125,0,1.408045805,0.0491830004762371,0.0490331604859224,1,1,1,1
197,11,30,41,1,0.25758,0.094926,0,1.325132237,0.0501323767036164,0.0500598657011967,1,1,1,1
198,13,32,45,1,0.24038,0.37819,1,1.648931376,NaN,0.0498246965003814,0.846153846153846,1,1,1
199,9,35,44,1,0.21905,0.61861,1,2.73951911,0.048586623666402,0.0480816357168888,1,1,1,1
200,9,28,37,1,0.26984,0.22463,1,1.621350421,0.0505100012089569,0.0503868862590097,1,1,1,1
201,13,31,44,1,0.23821,-0.013605,0,1.071599928,NaN,0.0507742662485025,0.923076923076923,1,1,1
202,9,29,38,1,0.2682,0.3346,1,1.800077836,0.0487581149334581,0.0484698224764911,1,1,1,1
203,9,33,42,1,0.25589,0.086434,0,1.388188801,0.0535761289867423,0.0534151633618099,1,1,1,1
204,8,34,42,1,0.25735,-0.10173,0,1.184679835,0.0516073277847779,0.0515101342513705,1,1,1,1
205,13,30,43,1,0.22051,0.11283,0,1.295983395,0.0509438896925943,0.0507510177248818,1,1,1,1
206,12,31,43,1,0.23656,0.15823,0,1.367318802,NaN,0.0495429575816038,0.833333333333333,1,1,1
207,10,33,43,1,0.23333,-0.027845,0,1.203031853,0.0496919980009301,0.0495829923564544,1,1,1,1
208,9,32,41,1,0.23611,0.015743,0,1.380481804,0.048263918348167,0.0481965312538383,1,1,1,1
209,12,32,44,1,0.24219,-0.098812,0,0.973064723,0.0525335884015719,0.0524814356131451,1,1,1,1
210,9,30,39,1,0.28889,-0.040121,0,1.151678874,0.0514173791056277,0.0513438201476907,1,1,1,1
211,9,33,42,1,0.26263,0.19225,0,1.548996584,0.0506232051669158,0.0505160338360843,1,1,1,1
212,12,31,43,1,0.22043,-0.022835,0,1.171759631,0.0500376998048906,0.0498969092572064,1,1,1,1
213,13,30,43,1,0.22051,0.01796,0,1.192292729,0.0515693562831433,0.0514597156597302,1,1,1,1
214,10,33,43,1,0.23939,0.14345,0,1.420536013,0.0486923033380845,0.0484594568841425,1,1,1,1
215,13,30,43,1,0.19744,0.40787,1,1.891869952,NaN,0.0513797650645722,0.923076923076923,1,1,1
216,11,29,40,1,0.26019,0.078899,0,1.259774078,NaN,0.0513101965992894,0.909090909090909,1,1,1
217,9,34,43,1,0.26144,0.040465,0,1.287780241,0.0506779369770984,0.0504448367439529,1,1,1,1
218,10,33,43,1,0.25758,-0.12829,0,0.997261884,0.0502794538630711,0.0502084778095417,1,1,1,1
219,9,30,39,1,0.27037,0.043977,0,1.33618391,0.0483527057056501,0.0481293429130936,1,1,1,1
220,12,30,42,1,0.26944,0.033512,0,1.126670936,0.0508183649652286,0.0507229931242829,1,1,1,1
221,9,33,42,1,0.25253,0.010648,0,1.276092254,0.0495578033210131,0.0494122217508682,1,1,1,1
222,10,32,42,1,0.23438,-0.037268,0,1.185666275,0.050734404276492,0.0506216704853401,1,1,1,1
223,13,30,43,1,0.23846,0.076317,0,1.187431543,0.0499751212285309,0.0498668812412983,1,1,1,1
224,13,29,42,1,0.22812,-0.073748,0,1.01862727,0.0488103039006528,0.048699978294593,1,1,1,1
225,10,33,43,1,0.24242,-0.16432,0,0.975750044,0.0514507546974794,0.0513993100993766,1,1,1,1
226,10,29,39,1,0.27931,0.003925,0,1.154445563,0.0501801416888179,0.0500860202887459,1,1,1,1
227,9,29,38,1,0.27203,0.12129,0,1.473824209,NaN,0.0506944914565261,0.888888888888889,1,1,1
228,10,33,43,1,0.26061,-0.051805,0,1.088811529,0.0501579913001255,0.0499416238684226,1,1,1,1
229,9,26,35,1,0.28205,-0.026305,0,1.214342017,0.0510452890803131,0.0510259568052725,1,1,1,1
230,13,31,44,1,0.21588,-0.012242,0,1.137677959,0.0509577851231386,0.0507802032177725,1,1,1,1
231,13,31,44,1,0.23325,-0.11612,0,0.944969846,0.0498793766476001,0.0498235758590545,1,1,1,1
232,11,29,40,1,0.279,-0.11191,0,0.952409265,0.0482167438719259,0.0481442655917388,1,1,1,1
233,13,30,43,1,0.23846,0.33874,1,1.583035558,NaN,0.0492523711919333,0.923076923076923,1,1,1
234,11,31,42,1,0.24047,-0.042262,0,1.100466684,0.0500071607426806,0.0498592117433524,1,1,1,1
235,9,30,39,1,0.25926,0.27056,1,1.722900292,0.0509992811892766,0.050659423792915,1,1,1,1
236,10,31,41,1,0.24516,-0.019821,0,1.20684107,0.0478498641517257,0.0476956064773717,1,1,1,1
237,13,29,42,1,0.21485,0.055477,0,1.254476998,0.0510156807007199,0.0507906974815089,1,1,1,1
238,9,32,41,1,0.27431,0.024734,0,1.258272974,0.0485699207750285,0.0482956297547583,1,1,1,1
239,10,31,41,1,0.24194,-0.018604,0,1.201326838,0.0509632812203372,0.0508342488887113,1,1,1,1
240,12,29,41,1,0.23276,-0.088517,0,1.038554547,0.0506941883490521,0.0505818099243195,1,1,1,1
241,9,29,38,1,0.23755,-0.032518,0,1.298674958,0.0495467368006502,0.0494788732394105,1,1,1,1
242,11,30,41,1,0.23636,-0.10519,0,1.052546642,0.0494203402719056,0.049349010550677,1,1,1,1
243,9,34,43,1,0.24183,0.053771,0,1.413635102,0.0515948692235044,0.0515355703323628,1,1,1,1
244,8,31,39,1,0.25806,0.15089,0,1.621679282,0.0513774892408108,0.0512083769178015,1,1,1,1
245,9,30,39,1,0.28148,-0.026138,0,1.179786792,0.0499468693373249,0.0497198368794067,1,1,1,1
246,11,29,40,1,0.24451,0.10477,0,1.358390293,0.0502017605762484,0.0500167257430155,1,1,1,1
247,12,30,42,1,0.22778,0.0034229,0,1.169523414,0.0496782772999076,0.0495423053064756,1,1,1,1
248,11,33,44,1,0.21212,-0.032848,0,1.196189225,0.047893713469079,0.0478259943065196,1,1,1,1
249,11,28,39,1,0.23701,-0.11259,0,1.071834236,0.0508346472216087,0.0505960528959792,1,1,1,1
250,14,26,40,1,0.28022,-0.054586,0,0.952168458,NaN,0.0501594344871164,0.928571428571429,1,1,1
251,9,34,43,1,0.23856,-0.10361,0,1.145318425,0.0502253841199336,0.0501502494699773,1,1,1,1
252,9,31,40,1,0.24731,-0.051821,0,1.225926099,0.050876116993525,0.0508395886564984,1,1,1,1
253,10,30,40,1,0.27333,0.0096423,0,1.191258467,0.0499276015420117,0.0498069806872234,1,1,1,1
254,9,29,38,1,0.23372,0.069944,0,1.510205357,0.0504985231464177,0.050336723887999,1,1,1,1
255,11,32,43,1,0.24432,-0.11108,0,1.019546645,0.0493434753683854,0.0492477940933049,1,1,1,1
256,13,29,42,1,0.24934,-0.029037,0,1.046700069,0.0496620676761427,0.0495168740681686,1,1,1,1
257,13,31,44,1,0.23573,-0.0054396,0,1.089263256,NaN,0.0507235391608946,0.923076923076923,1,1,1
